Country Name,Country Code,Series Name,Series Code,2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Afghanistan,AFG,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,-2.35799044700136,2.23601941932175,-3.64331388234628,-12.6195382087159,-25.8706814974751,-25.290058564309,-15.7724198274304,-21.9126573355151,-14.9501951919169,-18.9559612272258,-21.5852741164653,-20.1704643881064,-15.7183027911684,..,..,..,..,..
Afghanistan,AFG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,3.4794499874115,3.4620099067688,2.60419988632202,3.45445990562439,3.69521999359131,3.2558000087738,4.54397010803223,4.34319019317627,..,..,..,..,..,..,..,..
Afghanistan,AFG,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-14.4125667930104,-9.74070711301084,-19.456991010884,-19.2855186503912,..,..
Afghanistan,AFG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,6.96759757536323,5.28345660361407,6.08796493104171,8.48175836115538,9.16975191897818,8.91679399623322,7.7078006029517,7.12277329012108,6.8821029425122,7.58538233155396,9.50265278008681,9.8984508955205,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.41377297323201,1.93570171391636,0.45536044478174,0.45188914562189,1.20311798981139,0.293025179616803,0.285440893554571,0.239801184405551,0.209664794672203,0.88400046336123,0.516606084523093,0.274796791572807,0.661572217787196,0.124495985291258,0.0649939571808755,0.144466946606861,..,..,..,..
Afghanistan,AFG,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.7098945514103,51.4117163747271,72.8854696086536,67.5846651516385,..,..
Afghanistan,AFG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.5,13,16.7,15.2924823859473,..,..
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,7.19975129292388,22.5277562007029,2.09628875042125,-2.16340442746143,3.81463031545211,16.5933467401627,7.30175646760432,4.82278547876986,0.56694454253261,2.44756300147404,-2.19752646733461,2.40365618765746,2.07134857783487,6.52147984832531,6.9629462552564,2.83899625081041,9.40623933931322,2.92366213121669,..,..
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,274.218553561575,376.223152003876,381.73323802844,452.053705477043,560.621505463146,606.694676337726,651.417134470046,637.087099117099,625.054941813938,565.569730408751,522.082215583898,525.469770891619,491.337221382603,496.6025042585,510.787063366811,356.496214115892,357.261152798144,413.757894705303,..,..
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.35740324748592,13.8263195471281,3.92498381999467,21.3905283926492,14.3624414710737,0.426354776777345,12.7522870926697,5.60074465863221,2.72454336219565,1.45131466066431,2.26031420279821,2.6470032027451,1.18922812944517,3.91160341625552,-2.35110067203466,-20.7388393676343,-6.24017199240269,2.26694373649188,..,..
Albania,ALB,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-7.33186374631583,-10.3518884224487,-15.1839581650837,-15.0172385106345,-11.2157643683259,-12.8503659661776,-10.2612568930744,-9.25914166645898,-10.7201496577808,-8.5423750766982,-7.51011690016649,-7.40849329663264,-6.60766481105068,-7.82064355473536,-8.62504716716646,-7.59591643432052,-5.87243503331515,-1.19921675054181,-2.39554639266203,..
Albania,ALB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.1914598941803,3.27592992782593,..,..,..,3.17881310743026,3.29533986928598,3.53929996490479,3.18177734553254,3.43796992301941,3.96209001541138,3.61172008514404,3.08201370407389,3.87018990516663,3.325040102005,3.00555992126465,2.72976994514465,3.09153008460998,..,..
Albania,ALB,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,14.1542313886824,10.0186147970576,7.22244731889603,8.40835015890418,12.1799490123295,11.2475582362584,10.9682114407494,11.0448233433167,9.42026693537774,10.6726621039759,10.1394320176299,12.8738029888126,13.6592380284315,11.7776941335037,11.7791568261453,15.347968182893,16.4984730026382,17.9244353290363,18.0665975928756,..
Albania,ALB,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,17.9067230671409,17.5879265953551,16.4764962744668,18.2080954662381,18.3812921492969,17.4032025232446,18.5476631833556,18.2769527327116,17.9309939892851,16.8955410663729,18.0962279133573,18.0607759287802,17.8021587949933,..,..
Albania,ALB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.55321913781567,5.86740351847628,9.40665320050491,10.9068201480963,9.01744998049889,8.08329285826067,7.49597513325321,9.80035898039468,8.64846635716115,8.62740636982337,8.71147225448456,7.71411336285186,7.83109146132114,7.70621465029911,7.01865154497786,6.75791457973236,7.57934042905775,6.90036950940795,6.32349466068578,..
Albania,ALB,Trade (% of GDP),NE.TRD.GNFS.ZS,72.2019089483674,79.9119008919954,75.2485472798728,73.3213575646169,75.5325329687378,80.6989985298954,76.9683583166821,75.7506185619748,75.0212023084129,71.2794476606014,74.0144504546815,76.7873817898989,75.6940783717425,75.382128932689,59.5206994391875,75.5904040905009,84.6980435944865,82.3524933990723,79.4546360752224,..
Albania,ALB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,37.3389564722485,35.6688758642439,33.3056707670518,32.4404588015772,32.4926226328977,33.8376091539876,29.7150278852687,29.0566378899977,28.3047822758213,27.8134648405134,26.814346013014,27.657593194662,27.1252994132038,25.2875256073276,26.2183472454095,28.6722669213413,26.8023654741294,23.4392861436214,24.9514965978049,..
Albania,ALB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.68476832531357,5.14956776072877,3.49863912505761,2.57034008938903,4.12744389120799,1.69479180198789,0.226739790649205,0.352563785277709,1.44342053888136,0.771576290611591,-0.864265221201691,2.72506918540461,1.45328722509015,1.00063285556122,0.0410649985799267,3.4442567503793,9.86160992016288,5.73390704564409,2.35318090275747,..
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,3057.77257038113,3743.05529896187,4498.50486763601,4213.65007574693,4149.14469936847,4465.70914328865,4280.93316338873,4542.92903556739,4793.59751131525,4199.53912925398,4457.63412207495,5006.36012951959,5897.65452588774,6069.43903131027,6027.91350716348,7242.45513146613,7756.96188744253,9730.86921906893,11377.7757431099,..
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.0189812403864,6.50009261158209,6.90706230713707,2.69075152362146,2.97315442681247,2.46351683915714,0.984129880204108,1.7072283175406,2.24022695382642,2.2277040745779,3.90893551362245,3.28317593330073,3.67141928098908,2.06257790176122,-3.31375636888916,8.96957619074095,4.8268006234359,4.01541716935742,4.04592845095348,..
Algeria,DZA,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,23.4985369430055,21.3033457890386,18.8233635111301,0.287169379874168,6.8736192928034,8.09495300569717,5.32371106942359,0.517147116303438,-3.8772158836163,-14.4205446442815,-14.4962877563746,-11.6217683736912,-8.6894129619356,-8.76373598794007,-11.0309095376358,-2.42326388144805,8.62297009518779,2.62033732399995,-1.0224994485325,..
Algeria,DZA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,4.11142015457153,..,8.6917709007891,9.12453448642892,7.02950889772261,6.65906035504841,6.54889841545277,6.17633014564047,6.50210843472458,5.73482350888796,5.8127512720176,5.57536563446523,6.19391724496515,5.51403281769924,4.74924673000603,5.61015717726636,..,..
